Record_ID,Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Tutoring_Sessions,Physical_Activity,Exam_Score
2348,24,69,Yes,7,3,4,68
2349,18,68,Yes,8,2,3,66
2350,26,67,No,8,2,2,64
2351,24,91,Yes,9,1,4,70
2352,24,69,Yes,6,4,4,70
2353,12,81,No,10,1,5,66
2354,27,78,Yes,7,3,2,70
2355,22,83,No,8,2,0,71
2356,18,95,No,7,2,4,70
2357,21,95,No,7,1,4,70
2358,9,78,Yes,7,2,2,66
2359,22,61,No,5,1,3,64
2360,14,77,No,4,5,3,66
2361,12,84,Yes,7,1,3,68
2362,11,82,No,6,2,2,61
2363,27,86,Yes,8,2,4,72
2364,16,66,No,8,1,3,66
2365,29,86,Yes,7,1,3,68
2366,17,67,No,9,1,4,61
2367,10,90,Yes,7,0,5,67
2368,13,74,Yes,5,3,3,66
2369,27,88,Yes,7,3,4,74
2370,19,62,Yes,9,0,4,66
2371,17,76,Yes,4,4,2,67
2372,21,88,Yes,7,4,3,71
2373,23,69,Yes,8,0,4,66
2374,27,92,Yes,10,0,3,71
2375,29,85,Yes,9,4,4,72
2376,18,84,Yes,7,2,3,66
2377,12,74,Yes,8,1,2,62
2378,18,79,Yes,4,1,2,66
2379,22,84,Yes,5,2,3,69
2380,14,79,Yes,8,0,4,64
2381,14,88,Yes,7,4,3,69
2382,22,77,Yes,7,2,4,69
2383,20,68,Yes,7,0,2,64
2384,20,69,Yes,7,3,3,68
2385,15,60,Yes,7,4,2,63
2386,19,72,Yes,5,1,2,64
2387,14,90,Yes,7,2,4,69
2388,25,92,No,5,1,4,71
2389,26,68,No,6,2,3,67
2390,9,98,No,9,3,2,67
2391,14,80,Yes,7,2,2,66
2392,11,97,Yes,8,0,3,67
2393,16,88,No,7,2,4,68
2394,19,89,Yes,6,1,2,69
2395,11,63,Yes,5,0,4,62
2396,14,69,Yes,6,2,5,66
2397,14,60,Yes,7,1,3,63
2398,21,89,Yes,8,2,3,67
2399,20,74,No,7,3,4,68
2400,16,91,No,8,2,2,66
2401,21,74,Yes,5,3,1,66
2402,17,93,No,8,0,3,67
2403,18,65,Yes,5,1,2,66
2404,30,67,Yes,8,1,2,69
2405,28,74,No,8,2,3,72
2406,12,76,Yes,4,0,1,60
2407,25,74,Yes,8,0,4,68
2408,25,91,Yes,8,3,3,72
2409,13,64,Yes,9,1,4,64
2410,25,74,Yes,6,0,1,65
2411,29,93,No,7,3,3,76
2412,13,63,No,8,0,2,59
2413,14,98,Yes,8,0,4,67
2414,26,99,Yes,8,4,4,73
2415,22,64,No,6,1,4,64
2416,23,72,No,8,3,3,67
2417,22,75,Yes,8,3,3,69
2418,22,91,Yes,7,1,3,69
2419,12,84,Yes,6,2,3,67
2420,26,86,Yes,6,2,4,72
2421,27,90,No,9,2,2,86
2422,19,65,Yes,8,0,3,62
2423,20,93,No,7,1,3,69
2424,11,88,Yes,7,2,3,68
2425,23,83,Yes,4,1,3,99
2426,23,96,Yes,7,1,3,70
2427,20,88,Yes,5,2,3,68
2428,27,68,Yes,7,0,4,67
2429,18,77,Yes,9,1,2,66
2430,23,80,No,6,0,2,66
2431,14,62,Yes,7,2,2,62
2432,20,98,Yes,8,3,2,72
2433,19,65,Yes,7,0,3,64
2434,21,88,Yes,6,1,3,68
2435,18,80,Yes,7,2,3,66
2436,19,61,Yes,8,4,3,68
2437,25,97,Yes,7,3,1,75
2438,17,94,No,7,3,3,67
2439,10,81,Yes,9,2,2,65
2440,30,69,No,8,2,3,68
2441,28,65,Yes,5,2,5,67
2442,12,75,Yes,8,1,2,63
2443,24,70,Yes,8,2,3,67
2444,17,80,Yes,5,0,4,67
2445,22,99,Yes,4,2,3,73
2446,22,83,Yes,5,0,3,67
2447,19,96,No,7,1,4,71
2448,15,86,No,9,2,4,67
2449,16,79,Yes,6,0,5,68
2450,15,94,Yes,8,1,1,68
2451,15,79,Yes,4,1,4,66
2452,20,95,Yes,7,0,2,68
2453,16,72,No,6,2,4,63
2454,24,65,No,10,2,2,68
2455,29,94,Yes,4,1,5,74
2456,17,83,Yes,7,3,2,65
2457,21,96,Yes,4,1,2,69
2458,23,98,No,6,1,1,70
2459,23,62,Yes,4,3,2,65
2460,20,80,No,10,1,4,68
2461,24,75,No,6,0,5,65
2462,23,85,No,7,0,2,68
2463,13,92,Yes,7,4,3,68
2464,25,71,Yes,5,0,1,66
2465,25,82,No,9,0,0,70
2466,15,88,No,8,1,2,66
2467,20,65,Yes,8,0,5,64
2468,24,93,No,5,1,1,70
2469,19,84,No,9,1,3,68
2470,26,98,Yes,9,4,2,74
2471,34,74,Yes,7,2,2,71
2472,15,64,Yes,8,0,3,61
2473,12,80,No,7,3,3,64
2474,22,63,No,5,2,1,64
2475,24,99,Yes,7,0,3,73
2476,19,62,Yes,6,0,3,62
2477,29,90,Yes,7,0,2,71
2478,12,81,Yes,9,2,2,68
2479,24,75,Yes,5,2,2,67
2480,16,63,No,6,1,4,63
2481,30,85,No,6,2,3,71
2482,32,83,Yes,6,1,3,72
2483,15,71,No,6,3,3,66
2484,17,96,Yes,7,1,4,67
2485,25,72,Yes,8,0,4,66
2486,18,78,No,8,4,4,68
2487,20,82,Yes,7,0,3,64
2488,20,64,Yes,8,1,3,65
2489,8,97,Yes,10,0,1,66
2490,20,75,Yes,7,1,4,69
2491,16,63,No,9,2,5,64
2492,17,75,Yes,8,1,3,65
2493,29,84,Yes,10,3,4,72
2494,12,81,No,8,1,3,65
2495,25,88,Yes,6,2,4,70
2496,18,62,Yes,7,2,3,64
2497,18,71,Yes,7,1,2,62
2498,25,93,No,8,0,3,69
2499,22,63,No,6,1,2,62
2500,23,94,Yes,9,2,2,69
2501,26,64,No,7,3,3,66
2502,18,93,Yes,8,2,2,71
2503,16,74,Yes,7,4,3,66
2504,13,84,No,7,0,4,64
2505,15,66,Yes,7,2,3,63
2506,38,63,No,8,1,3,69
2507,27,69,Yes,10,1,4,68
2508,12,65,Yes,4,0,2,63
2509,12,72,Yes,8,1,3,64
2510,23,81,Yes,7,0,0,66
2511,23,84,Yes,7,1,4,71
2512,23,92,Yes,4,0,4,72
2513,18,86,No,8,2,1,88
2514,19,84,Yes,7,1,2,66
2515,22,76,Yes,6,0,2,65
2516,21,79,Yes,7,2,3,66
2517,7,77,Yes,7,4,2,62
2518,19,94,No,4,4,3,68
2519,15,69,Yes,7,2,5,65
2520,21,60,No,8,0,3,62
2521,38,86,No,6,1,4,74
2522,22,68,Yes,7,0,3,64
2523,18,96,No,7,2,2,72
2524,26,94,No,9,0,3,70
2525,23,63,No,7,2,1,65
2526,23,64,Yes,8,3,3,66
2527,24,80,Yes,7,0,3,67
2528,32,84,Yes,10,1,5,73
2529,13,71,Yes,6,4,4,65
2530,23,89,No,6,4,3,74
2531,14,84,No,7,0,2,66
2532,23,73,No,6,1,3,67
2533,14,61,No,5,0,0,58
2534,17,90,No,8,2,3,71
2535,18,69,Yes,4,1,3,63
2536,26,93,No,6,1,3,73
2537,26,77,Yes,5,1,2,68
2538,13,83,Yes,7,4,5,66
2539,20,95,No,4,3,3,68
2540,16,95,No,8,2,4,66
2541,12,75,No,8,1,3,62
2542,19,68,Yes,5,0,3,78
2543,18,91,No,7,1,4,68
2544,35,77,Yes,8,5,4,77
2545,23,68,Yes,8,1,2,65
2546,12,96,Yes,5,3,4,73
2547,17,68,Yes,5,4,2,64
2548,26,61,Yes,9,0,4,67
2549,33,61,No,6,1,4,69
2550,10,85,Yes,6,1,3,60
2551,9,86,No,8,0,3,66
2552,31,72,Yes,5,2,2,70
2553,22,73,Yes,7,2,3,66
2554,15,74,Yes,8,1,4,64
2555,23,87,No,5,1,4,70
2556,4,62,No,6,3,2,58
2557,20,97,Yes,5,0,3,69
2558,22,69,Yes,6,0,1,64
2559,26,100,No,9,2,4,72
2560,14,67,Yes,9,1,3,60
2561,21,91,Yes,7,2,3,70
2562,14,69,Yes,8,1,1,62
2563,22,63,Yes,8,1,3,66
2564,15,95,Yes,6,0,5,66
2565,18,94,Yes,7,1,3,65
2566,14,76,Yes,5,1,3,64
2567,24,88,Yes,6,1,3,72
2568,25,82,Yes,7,3,2,71
2569,19,94,No,5,1,3,68
2570,20,73,Yes,5,2,5,68
2571,11,81,Yes,6,2,3,64
2572,18,79,Yes,9,3,3,65
2573,20,74,Yes,9,1,3,64
2574,36,96,No,7,1,3,75
2575,13,67,Yes,8,2,2,61
2576,29,66,No,6,0,3,68
2577,26,83,No,4,2,4,70
2578,22,86,No,6,5,3,71
2579,31,68,Yes,7,0,3,66
2580,22,76,Yes,7,0,1,66
2581,22,98,Yes,7,0,3,70
2582,20,70,No,7,0,5,62
2583,27,87,Yes,6,4,4,72
2584,27,90,No,8,0,4,72
2585,16,78,Yes,5,2,2,63
2586,12,98,Yes,8,5,5,69
2587,19,89,Yes,6,0,2,68
2588,15,78,Yes,10,0,3,67
2589,20,83,Yes,7,3,2,71
2590,27,88,Yes,6,2,5,67
2591,17,84,Yes,6,0,4,62
2592,20,95,No,6,0,4,69
2593,20,74,Yes,8,2,0,67
2594,25,72,Yes,7,2,3,71
2595,7,69,Yes,8,1,2,87
2596,16,62,No,8,2,3,62
2597,21,62,Yes,7,2,1,64
2598,27,95,No,8,3,2,74
2599,17,87,Yes,9,0,2,69
2600,9,86,No,8,1,1,65
2601,24,85,Yes,7,2,3,66
2602,16,94,Yes,8,3,4,70
2603,13,79,No,5,3,3,68
2604,16,95,No,10,4,2,70
2605,19,74,No,8,1,3,68
2606,16,97,Yes,8,0,3,69
2607,7,88,Yes,7,2,4,66
2608,25,70,Yes,4,0,4,65
2609,28,83,Yes,7,1,3,71
2610,24,81,Yes,7,1,3,66
2611,13,66,Yes,6,2,4,61
2612,19,84,Yes,6,3,2,69
2613,20,73,No,6,1,3,65
2614,24,62,Yes,8,0,2,63
2615,24,98,Yes,9,2,2,73
2616,16,86,Yes,7,1,4,68
2617,20,95,Yes,6,1,4,70
2618,23,87,Yes,6,3,3,72
2619,29,74,Yes,7,3,2,68
2620,24,81,No,7,0,3,68
2621,25,87,Yes,8,1,4,71
2622,21,98,Yes,6,1,3,68
2623,28,70,Yes,8,3,3,70
2624,22,95,Yes,8,2,4,70
2625,15,97,Yes,6,2,3,69
2626,28,87,Yes,4,2,4,73
2627,24,97,Yes,6,1,4,72
2628,17,76,No,9,0,3,67
2629,17,98,No,4,2,3,69
2630,22,88,Yes,9,1,3,68
2631,23,62,No,4,0,3,64
2632,21,96,Yes,6,2,3,71
2633,22,79,Yes,6,1,4,68
2634,30,78,Yes,10,1,2,70
2635,26,83,Yes,7,3,3,72
2636,21,66,Yes,7,2,1,65
2637,26,79,No,6,1,3,70
2638,14,93,No,8,2,4,69
2639,22,61,No,6,0,2,64
2640,31,71,Yes,7,3,1,67
2641,19,60,Yes,6,1,2,65
2642,15,77,Yes,8,0,1,62
2643,16,89,No,8,2,2,68
2644,13,92,No,6,2,2,68
2645,15,98,No,6,1,3,68
2646,18,84,Yes,6,4,3,68
2647,12,70,Yes,7,1,4,62
2648,20,97,Yes,8,4,5,72
2649,25,91,No,7,1,3,69
2650,15,83,No,4,3,3,68
2651,29,88,Yes,8,4,3,71
2652,23,97,Yes,5,0,3,69
2653,26,88,No,6,1,2,71
2654,16,75,Yes,7,2,5,65
2655,25,89,No,7,1,4,68
2656,13,62,Yes,8,1,4,60
2657,25,75,Yes,6,3,4,68
2658,21,76,No,6,1,4,66
2659,23,67,No,7,4,3,66
2660,13,61,Yes,8,4,4,62
2661,15,65,No,8,2,3,61
2662,24,86,No,7,2,3,69
2663,14,92,Yes,9,1,2,69
2664,23,100,Yes,9,4,3,74
2665,12,74,Yes,8,1,4,62
2666,25,84,Yes,5,0,3,67
2667,13,97,No,8,1,2,69
2668,23,67,Yes,7,1,4,66
2669,24,89,Yes,6,2,3,72
2670,16,90,No,6,2,3,69
2671,23,64,Yes,7,0,4,65
2672,22,94,No,6,0,2,72
2673,17,93,Yes,7,2,4,69
2674,14,61,No,7,3,2,60
2675,8,64,No,7,0,1,61
2676,22,62,No,8,1,3,63
2677,11,73,No,7,3,5,63
2678,21,80,Yes,6,1,3,68
2679,18,81,Yes,4,1,4,68
2680,24,71,No,8,1,2,65
2681,18,96,No,7,1,2,71
2682,18,75,Yes,7,1,3,64
2683,24,62,No,9,1,2,65
2684,22,72,Yes,5,2,4,67
2685,22,81,No,7,0,2,67
2686,23,76,Yes,6,1,3,67
2687,11,71,Yes,8,1,3,87
2688,25,65,Yes,4,1,1,67
2689,24,93,Yes,8,4,2,72
2690,14,100,Yes,8,0,3,69
2691,19,73,Yes,6,1,3,65
2692,20,75,Yes,7,1,4,66
2693,19,85,No,6,3,3,70
2694,22,89,Yes,8,0,3,71
2695,29,76,Yes,8,1,4,67
2696,26,96,No,5,0,2,72
2697,12,82,No,5,0,1,63
2698,24,78,Yes,9,0,4,67
2699,28,86,No,10,6,2,72
2700,22,98,No,8,1,1,72
2701,27,92,No,8,1,4,70
2702,32,62,No,7,0,2,67
2703,26,73,No,7,0,3,68
2704,21,79,Yes,8,1,3,67
2705,26,73,No,7,3,5,70
2706,21,88,No,9,1,2,67
2707,20,93,Yes,7,1,4,71
2708,18,89,Yes,7,1,3,69
2709,29,100,Yes,7,3,5,74
2710,15,71,No,7,0,3,63
2711,29,95,Yes,9,0,2,72
2712,23,91,Yes,7,2,3,71
2713,12,74,No,7,1,5,64
2714,22,89,Yes,7,1,3,69
2715,7,64,No,6,2,3,62
2716,24,92,Yes,5,1,4,69
2717,25,81,Yes,9,2,3,68
2718,16,72,Yes,9,6,3,67
2719,21,86,Yes,9,2,3,71
2720,32,86,Yes,5,1,4,70
2721,17,68,No,9,2,3,63
2722,14,61,No,10,0,4,60
2723,29,77,No,9,0,3,69
2724,32,83,Yes,9,3,3,71
2725,20,95,Yes,8,1,2,69
2726,26,97,Yes,6,2,1,73
2727,28,81,Yes,8,1,3,73
2728,16,90,No,5,1,3,68
2729,17,78,Yes,6,2,4,67
2730,27,90,No,7,2,3,74
2731,30,68,No,7,3,3,68
2732,23,75,No,8,1,2,69
2733,15,85,No,4,4,4,69
2734,32,61,Yes,7,0,4,68
2735,17,89,No,8,1,1,66
2736,18,93,Yes,8,3,3,69
2737,22,76,Yes,8,1,2,66
2738,29,78,Yes,7,5,4,72
2739,25,94,Yes,6,1,3,69
2740,22,91,Yes,8,1,3,68
2741,23,72,Yes,7,1,3,66
2742,20,73,Yes,8,1,4,65
2743,23,87,No,8,2,2,71
2744,5,83,Yes,7,2,4,61
2745,18,66,Yes,6,1,3,63
2746,21,72,Yes,9,1,3,66
2747,13,96,No,8,0,2,69
2748,22,88,Yes,10,0,2,71
2749,19,99,Yes,8,0,4,73
2750,31,91,Yes,8,2,2,72
2751,29,98,No,5,2,4,73
2752,17,69,Yes,7,1,2,65
2753,19,91,Yes,7,1,3,71
2754,20,61,Yes,8,1,3,65
2755,17,87,No,8,1,5,67
2756,21,79,Yes,8,1,2,69
2757,15,74,No,10,0,3,63
2758,13,94,Yes,6,2,2,68
2759,24,94,Yes,8,1,4,70
2760,24,61,Yes,8,1,4,64
2761,15,84,No,10,1,2,64
2762,25,75,Yes,8,1,0,68
2763,16,77,Yes,8,0,2,65
2764,22,93,No,8,0,1,70
2765,25,72,Yes,8,0,2,66
2766,20,98,Yes,9,1,2,70
2767,23,67,Yes,6,3,3,66
2768,17,87,No,6,2,2,69
2769,19,87,No,10,2,3,69
2770,19,70,No,4,1,3,64
2771,16,73,Yes,7,1,3,64
2772,19,93,Yes,7,1,3,69
2773,11,90,Yes,7,3,3,67
2774,17,73,Yes,9,2,3,63
2775,18,81,Yes,8,1,3,67
2776,18,62,No,6,3,1,65
2777,19,68,Yes,6,2,1,64
2778,20,79,No,7,3,3,68
2779,23,63,Yes,9,0,3,64
2780,25,94,No,7,2,4,70
2781,16,89,Yes,7,0,4,70
2782,13,98,Yes,6,1,3,67
2783,14,88,Yes,8,2,3,69
2784,17,98,No,7,2,4,70
2785,18,82,No,6,5,3,69
2786,15,84,Yes,9,1,3,65
2787,12,99,Yes,10,0,1,66
2788,17,86,Yes,7,2,3,70
2789,21,61,Yes,7,1,5,63
2790,24,89,No,5,3,3,69
2791,17,96,Yes,8,4,4,74
2792,18,92,Yes,8,2,3,70
2793,14,83,No,7,1,3,66
2794,20,87,Yes,6,0,3,68
2795,15,100,No,10,2,5,67
2796,23,64,Yes,8,2,5,66
2797,9,87,No,6,0,3,65
2798,18,71,Yes,8,3,2,66
2799,22,86,Yes,7,1,4,69
2800,21,84,No,7,2,4,67
2801,36,66,Yes,8,1,3,69
2802,22,68,No,4,2,3,66
2803,14,85,No,4,2,1,64
2804,19,65,No,9,1,2,61
2805,9,71,Yes,7,0,2,61
2806,20,93,Yes,6,1,4,70
2807,15,73,No,5,1,2,65
2808,25,80,No,7,1,3,67
2809,17,98,No,7,0,0,69
2810,19,69,Yes,9,2,5,63
2811,16,76,No,8,1,4,66
2812,30,84,Yes,7,3,2,73
2813,18,90,No,8,0,3,68
2814,31,96,Yes,9,0,2,74
2815,25,97,Yes,8,0,3,70
2816,23,91,Yes,8,0,2,68
2817,22,69,No,7,1,4,67
2818,22,61,No,6,1,4,65
2819,8,75,No,5,5,4,66
2820,18,66,Yes,5,0,5,64
2821,25,88,Yes,8,1,4,72
2822,20,86,Yes,8,2,2,70
2823,12,62,Yes,9,1,2,60
2824,20,93,Yes,8,1,3,68
2825,30,70,Yes,9,1,2,71
2826,27,77,Yes,7,1,3,68
2827,20,87,Yes,8,2,2,67
2828,26,77,Yes,5,1,5,70
2829,18,78,No,7,0,3,65
2830,10,63,No,4,0,3,60
2831,14,76,No,7,2,4,65
2832,29,91,No,9,0,4,70
2833,18,97,Yes,7,4,4,69
2834,19,77,No,8,1,3,64
2835,18,77,No,7,2,3,67
2836,31,88,Yes,6,2,3,73
2837,30,98,No,7,1,3,74
2838,33,71,Yes,9,0,4,67
2839,19,78,Yes,8,2,1,66
2840,22,92,No,6,4,4,69
2841,11,84,No,5,1,3,64
2842,29,64,Yes,7,0,2,69
2843,13,85,Yes,6,1,3,66
2844,21,67,Yes,7,1,2,65
2845,13,80,Yes,5,1,3,67
2846,16,81,No,9,3,3,67
2847,15,95,No,7,0,3,68
2848,16,78,No,7,4,2,65
2849,17,71,Yes,6,4,3,66
2850,17,69,Yes,7,2,3,65
2851,25,95,Yes,7,0,3,71
2852,13,67,Yes,6,0,3,63
2853,21,77,Yes,7,2,4,70
2854,27,67,Yes,9,0,2,70
2855,17,91,Yes,4,3,4,67
2856,16,79,Yes,7,2,2,68
2857,19,74,Yes,6,0,2,63
2858,27,74,Yes,9,3,3,70
2859,21,94,No,7,1,2,69
2860,17,82,Yes,5,1,3,66
2861,23,89,No,7,2,2,70
2862,13,96,No,8,1,3,68
2863,24,96,No,10,0,4,70
2864,22,73,Yes,4,0,4,67
2865,18,98,Yes,5,0,0,69
2866,15,61,Yes,9,2,2,64
2867,15,75,No,5,1,3,62
2868,23,96,No,7,1,2,71
2869,27,71,Yes,6,2,4,69
2870,16,71,Yes,6,0,1,62
2871,23,72,Yes,7,0,4,66
2872,7,84,Yes,7,3,4,64
2873,16,78,No,9,3,3,66
2874,20,89,Yes,9,2,3,72
2875,15,96,Yes,8,3,3,71
2876,14,87,Yes,7,0,3,65
2877,16,68,Yes,7,1,2,65
2878,22,97,Yes,8,1,3,70
2879,19,71,Yes,9,1,4,68
2880,7,66,Yes,8,0,2,57
2881,7,64,No,9,4,4,59
2882,16,83,Yes,6,0,4,64
2883,23,65,Yes,9,2,3,67
2884,4,66,No,8,2,3,60
2885,17,72,Yes,6,3,2,67
2886,17,71,Yes,7,2,2,65
2887,28,84,Yes,7,1,3,71
2888,18,93,Yes,7,0,2,67
2889,22,90,Yes,7,0,1,69
2890,21,70,Yes,5,1,3,68
2891,7,70,Yes,6,0,1,59
2892,25,99,No,7,3,3,75
2893,21,60,Yes,6,0,4,59
2894,23,95,No,6,0,3,71
2895,44,68,No,9,3,2,71
2896,7,98,No,7,0,2,66
2897,30,74,No,10,1,2,69
2898,18,78,Yes,7,4,4,65
2899,22,88,Yes,9,3,2,68
2900,20,84,No,7,5,2,68
2901,17,73,Yes,6,1,3,67
2902,17,82,Yes,7,1,5,68
2903,22,89,Yes,9,0,3,68
2904,11,62,Yes,7,3,3,88
2905,25,60,Yes,8,1,2,66
2906,18,78,Yes,7,3,2,67
2907,13,65,No,7,2,4,63
2908,17,87,Yes,7,3,4,68
2909,28,69,No,6,2,1,65
2910,17,77,Yes,7,1,3,67
2911,22,68,Yes,8,3,1,67
2912,16,82,Yes,7,1,4,67
2913,25,65,No,7,1,3,64
2914,24,61,No,8,1,2,61
2915,31,62,Yes,7,2,1,65
2916,19,98,Yes,7,1,4,70
2917,24,66,No,8,0,2,67
2918,21,88,No,7,1,2,68
2919,28,63,Yes,7,1,1,65
2920,16,64,Yes,8,3,3,63
2921,24,80,No,7,1,3,72
2922,19,79,Yes,7,2,1,68
2923,20,98,Yes,7,2,4,73
2924,21,98,Yes,7,0,3,71
2925,22,91,No,5,3,2,70
2926,19,84,Yes,7,0,3,68
2927,21,78,No,10,3,5,68
2928,29,74,No,6,2,3,68
2929,26,98,Yes,6,1,1,71
2930,25,84,Yes,10,4,2,70
2931,17,83,No,6,2,3,67
2932,15,69,Yes,9,0,3,61
2933,26,62,Yes,7,1,3,64
2934,25,98,No,7,1,4,72
2935,29,73,No,7,1,4,67
2936,16,78,Yes,8,1,3,65
2937,19,65,Yes,5,1,6,64
2938,10,93,Yes,7,0,2,66
2939,18,61,No,6,1,2,62
2940,26,93,No,4,2,3,70
2941,17,66,Yes,9,1,4,64
2942,24,95,No,4,3,3,70
2943,19,89,No,10,1,2,66
2944,22,67,Yes,8,0,3,62
2945,13,83,No,5,4,2,63
2946,21,73,Yes,9,2,3,66
2947,2,67,No,6,1,2,58
2948,19,94,Yes,6,1,3,70
2949,10,76,No,4,1,6,63
2950,27,76,Yes,6,0,1,70
2951,25,67,Yes,6,1,3,65
2952,23,75,Yes,8,5,3,67
2953,29,95,No,9,1,2,73
2954,14,75,Yes,5,0,3,82
2955,30,98,No,7,0,2,71
2956,26,98,Yes,4,1,4,73
2957,19,66,No,7,1,4,65
2958,27,67,Yes,10,1,3,67
2959,13,95,Yes,4,1,4,67
2960,15,76,Yes,5,4,4,69
2961,16,60,Yes,8,0,3,61
2962,17,71,No,8,3,4,64
2963,14,84,No,6,1,2,64
2964,27,92,Yes,9,2,2,68
2965,18,65,No,6,1,1,62
2966,22,64,Yes,10,5,3,66
2967,17,97,Yes,8,1,4,70
2968,9,90,Yes,9,3,3,67
2969,22,84,Yes,8,2,2,70
2970,9,91,No,8,0,4,65
2971,20,77,No,8,1,4,65
2972,12,90,Yes,9,3,3,70
2973,32,75,Yes,7,1,3,72
2974,25,70,No,6,0,2,65
2975,21,89,Yes,7,1,2,71
2976,28,77,Yes,6,3,3,71
2977,15,99,Yes,6,1,5,72
2978,23,74,No,9,0,4,64
2979,21,97,No,8,2,1,72
2980,22,97,No,8,1,4,71
2981,28,70,Yes,9,0,3,66
2982,24,92,No,8,3,3,71
2983,22,77,Yes,10,2,2,67
2984,10,97,No,4,1,2,69
2985,14,78,Yes,6,0,5,67
2986,19,90,Yes,6,0,4,71
2987,21,79,No,5,1,2,66
2988,13,69,No,7,1,2,62
2989,34,68,No,7,0,2,67
2990,29,77,Yes,10,2,4,70
2991,24,90,No,8,0,3,72
2992,20,84,No,6,3,2,69
2993,19,88,No,8,1,3,70
2994,14,71,No,4,0,3,64
2995,20,79,Yes,7,1,3,65
2996,22,62,Yes,7,2,2,66
2997,13,93,No,6,2,3,68
2998,22,100,Yes,7,2,3,72
2999,19,76,Yes,6,2,3,65
3000,9,60,Yes,6,3,2,60
3001,15,67,No,8,0,4,63
3002,18,86,Yes,9,3,3,66
3003,31,84,Yes,8,1,4,73
3004,23,92,Yes,6,4,4,71
3005,12,70,Yes,6,1,2,59
3006,23,91,Yes,6,5,3,70
3007,11,88,Yes,7,1,3,63
3008,26,73,No,6,1,4,67
3009,17,82,Yes,9,2,2,65
3010,19,66,No,7,5,4,64
3011,28,78,No,8,2,2,71
3012,12,95,Yes,5,2,2,70
3013,12,77,Yes,6,2,2,63
3014,16,94,No,8,3,2,68
3015,26,84,Yes,8,1,2,67
3016,11,68,Yes,5,1,4,66
3017,3,83,Yes,7,2,5,63
3018,17,80,Yes,7,0,5,65
3019,23,76,Yes,6,2,3,66
3020,27,65,Yes,8,2,4,65
3021,17,77,Yes,5,2,4,65
3022,18,63,No,6,2,2,63
3023,27,64,No,8,0,3,65
3024,9,77,Yes,7,1,4,62
3025,18,72,Yes,7,1,3,66
3026,21,97,No,7,1,3,71
3027,23,75,Yes,8,2,2,64
3028,17,90,Yes,8,0,4,67
3029,20,81,No,8,1,3,68
3030,5,88,No,7,3,3,63
3031,16,70,Yes,6,0,3,64
3032,23,98,Yes,6,1,1,74
3033,14,81,Yes,5,2,4,68
3034,20,93,Yes,6,1,3,68
3035,23,75,Yes,6,2,3,69
3036,18,64,Yes,9,4,4,61
3037,21,87,Yes,5,1,2,69
3038,14,60,Yes,9,3,3,61
3039,19,79,Yes,7,3,3,67
3040,24,68,No,7,0,4,63
3041,21,85,No,8,3,3,68
3042,16,99,No,5,0,5,68
3043,21,79,Yes,6,2,1,67
3044,24,93,Yes,5,1,3,69
3045,8,80,No,6,2,3,64
3046,27,80,No,6,1,4,67
3047,18,97,No,9,1,3,70
3048,23,96,Yes,6,5,4,72
3049,27,91,No,4,1,2,71
3050,12,72,No,6,1,3,62
3051,16,82,Yes,8,2,5,67
3052,18,69,Yes,9,3,2,64
3053,15,78,Yes,7,0,2,64
3054,30,79,No,6,1,4,70
3055,15,93,Yes,7,3,5,68
3056,17,96,No,8,1,3,70
3057,21,77,Yes,5,1,3,65
3058,13,61,No,7,2,2,59
3059,18,94,Yes,7,1,2,69
3060,22,67,Yes,7,2,3,67
3061,18,85,No,7,2,4,68
3062,19,61,No,6,1,1,62
3063,17,76,No,8,0,4,65
3064,11,99,Yes,7,0,5,69
3065,22,64,Yes,7,3,4,65
3066,31,77,Yes,5,1,2,68
3067,20,72,Yes,8,4,2,68
3068,21,96,Yes,6,3,3,71
3069,24,95,Yes,9,3,4,71
3070,12,70,No,5,1,3,66
3071,30,63,Yes,8,4,3,71
3072,21,85,No,4,2,3,66
3073,30,73,No,4,0,4,66
3074,16,87,Yes,6,2,1,69
3075,31,61,No,4,0,3,65
3076,25,65,Yes,8,2,3,66
3077,23,87,No,7,2,2,67
3078,21,68,No,9,1,4,66
3079,19,94,No,7,0,3,69
3080,27,62,No,7,2,4,66
3081,21,69,Yes,7,0,3,64
3082,8,100,Yes,6,0,2,70
3083,13,77,Yes,6,1,4,62
3084,19,88,Yes,5,1,5,67
3085,22,67,No,8,1,2,60
3086,20,84,No,7,1,3,66
3087,27,89,Yes,7,0,2,72
3088,8,73,Yes,10,2,3,63
3089,21,93,Yes,6,1,3,69
3090,9,84,Yes,7,1,3,66
3091,25,76,Yes,7,2,2,69
3092,19,82,No,9,2,3,68
3093,23,83,No,7,3,4,66
3094,15,67,Yes,7,0,2,63
3095,28,76,Yes,10,1,3,70
3096,26,74,No,6,2,4,68
3097,24,76,Yes,7,2,4,68
3098,19,90,No,8,1,3,67
3099,23,79,Yes,6,1,1,67
3100,16,98,Yes,8,3,3,69
3101,25,72,No,6,3,5,68
3102,30,77,Yes,9,0,1,67
3103,26,91,Yes,8,0,2,70
3104,16,82,No,7,3,3,70
3105,22,82,No,5,2,2,66
3106,12,62,Yes,6,0,2,61
3107,23,76,Yes,7,2,2,68
3108,23,71,Yes,8,1,2,64
3109,9,100,No,7,1,2,66
3110,13,72,Yes,8,3,4,65
